line_id,seq,x,y,z,r,g,b,basin_id
22851,0,-149.5,128.5,-5.23177,0.45001,0.7975,0.3025,49
22851,1,-149.5,129,-5.33305,0.45001,0.7975,0.3025,49
22852,0,-149.5,129,-5.33305,0.45001,0.7975,0.3025,49
22852,1,-149.5,129.5,-5.43465,0.45001,0.7975,0.3025,49
22853,0,-149.5,129.5,-5.43465,0.45001,0.7975,0.3025,49
22853,1,-149.5,130,-5.53677,0.45001,0.7975,0.3025,49
22854,0,-149.5,130,-5.53677,0.45001,0.7975,0.3025,49
22854,1,-149.5,130.5,-5.63956,0.45001,0.7975,0.3025,49
22855,0,-149.5,130.5,-5.63956,0.45001,0.7975,0.3025,49
22855,1,-149.5,131,-5.74323,0.45001,0.7975,0.3025,49
22856,0,-149.5,131,-5.74323,0.45001,0.7975,0.3025,49
22856,1,-149.5,131.5,-5.84796,0.45001,0.7975,0.3025,49
22857,0,-149.5,131.5,-5.84796,0.45001,0.7975,0.3025,49
22857,1,-149.5,132,-5.95392,0.45001,0.7975,0.3025,49
22858,0,-149.5,131.5,-5.84796,0.45001,0.7975,0.3025,49
22858,1,-149,131.5,-5.89288,0.45001,0.7975,0.3025,49
22859,0,-149.5,132,-5.95392,0.7975,0.3025,0.428939,42
22859,1,-149.5,132.5,-6.0613,0.7975,0.3025,0.428939,42
22860,0,-149.5,132,-5.95392,0.7975,0.3025,0.428939,42
22860,1,-149,132,-5.99838,0.7975,0.3025,0.428939,42
22861,0,-149.5,132.5,-6.0613,0.7975,0.3025,0.428939,42
22861,1,-149.5,133,-6.17029,0.7975,0.3025,0.428939,42
22862,0,-149.5,132.5,-6.0613,0.7975,0.3025,0.428939,42
22862,1,-149,132.5,-6.10528,0.7975,0.3025,0.428939,42
22863,0,-149.5,133,-6.17029,0.7975,0.3025,0.428939,42
22863,1,-149.5,133.5,-6.28107,0.7975,0.3025,0.428939,42
22864,0,-149.5,133,-6.17029,0.7975,0.3025,0.428939,42
22864,1,-149,133,-6.21376,0.7975,0.3025,0.428939,42
22865,0,-149.5,133.5,-6.28107,0.7975,0.3025,0.428939,42
22865,1,-149.5,134,-6.39381,0.7975,0.3025,0.428939,42
22866,0,-149.5,133.5,-6.28107,0.7975,0.3025,0.428939,42
22866,1,-149,133.5,-6.32402,0.7975,0.3025,0.428939,42
22867,0,-149.5,134,-6.39381,0.7975,0.3025,0.428939,42
22867,1,-149.5,134.5,-6.50871,0.7975,0.3025,0.428939,42
22868,0,-149.5,134,-6.39381,0.7975,0.3025,0.428939,42
22868,1,-149,134,-6.43622,0.7975,0.3025,0.428939,42
22869,0,-149.5,134.5,-6.50871,0.7975,0.3025,0.428939,42
22869,1,-149.5,135,-6.62595,0.7975,0.3025,0.428939,42
22870,0,-149.5,134.5,-6.50871,0.7975,0.3025,0.428939,42
22870,1,-149,134.5,-6.55056,0.7975,0.3025,0.428939,42
22871,0,-149.5,135,-6.62595,0.7975,0.3025,0.428939,42
22871,1,-149.5,135.5,-6.7457,0.7975,0.3025,0.428939,42
22872,0,-149.5,135,-6.62595,0.7975,0.3025,0.428939,42
22872,1,-149,135,-6.66721,0.7975,0.3025,0.428939,42
22873,0,-149.5,135.5,-6.7457,0.7975,0.3025,0.428939,42
22873,1,-149.5,136,-6.86816,0.7975,0.3025,0.428939,42
22874,0,-149.5,135.5,-6.7457,0.7975,0.3025,0.428939,42
22874,1,-149,135.5,-6.78635,0.7975,0.3025,0.428939,42
22875,0,-149.5,136,-6.86816,0.7975,0.3025,0.428939,42
22875,1,-149,136,-6.90816,0.7975,0.3025,0.428939,42
22876,0,-149.5,159.5,-10.6239,0.7975,0.3025,0.428939,42
22876,1,-149.5,160,-10.6205,0.7975,0.3025,0.428939,42
22877,0,-149.5,160,-10.6205,0.7975,0.3025,0.428939,42
22877,1,-149.5,160.5,-10.6221,0.7975,0.3025,0.428939,42
22878,0,-149.5,160,-10.6205,0.7975,0.3025,0.428939,42
22878,1,-149,160,-10.6151,0.7975,0.3025,0.428939,42
22879,0,-149.5,160.5,-10.6221,0.7975,0.609381,0.3025,39
22879,1,-149,160.5,-10.6167,0.7975,0.609381,0.3025,39
22880,0,-149.5,207.5,-14.8712,0.7975,0.609381,0.3025,39
22880,1,-149.5,208,-14.8319,0.7975,0.609381,0.3025,39
22881,0,-149.5,208,-14.8319,0.7975,0.609381,0.3025,39
22881,1,-149.5,208.5,-14.7909,0.7975,0.609381,0.3025,39
22882,0,-149.5,208,-14.8319,0.7975,0.609381,0.3025,39
22882,1,-149,208,-14.793,0.7975,0.609381,0.3025,39
22883,0,-149.5,208.5,-14.7909,0.3025,0.7975,0.486014,33
22883,1,-149.5,209,-14.7486,0.3025,0.7975,0.486014,33
22884,0,-149.5,208.5,-14.7909,0.3025,0.7975,0.486014,33
22884,1,-149,208.5,-14.7513,0.3025,0.7975,0.486014,33
22885,0,-149.5,209,-14.7486,0.3025,0.7975,0.486014,33
22885,1,-149,209,-14.7083,0.3025,0.7975,0.486014,33
22886,0,-149,-241,-6.38287,0.3025,0.573377,0.7975,43
22886,1,-149,-240.5,-6.43251,0.3025,0.573377,0.7975,43
22887,0,-149,-240.5,-6.43251,0.3025,0.573377,0.7975,43
22887,1,-149,-240,-6.4807,0.3025,0.573377,0.7975,43
22888,0,-149,-240.5,-6.43251,0.3025,0.573377,0.7975,43
22888,1,-148.5,-240.5,-6.46507,0.3025,0.573377,0.7975,43
22889,0,-149,-240,-6.4807,0.7975,0.71167,0.3025,52
22889,1,-149,-239.5,-6.52728,0.7975,0.71167,0.3025,52
22890,0,-149,-240,-6.4807,0.7975,0.71167,0.3025,52
22890,1,-148.5,-240,-6.51418,0.7975,0.71167,0.3025,52
22891,0,-149,-239.5,-6.52728,0.7975,0.71167,0.3025,52
22891,1,-148.5,-239.5,-6.56157,0.7975,0.71167,0.3025,52
22892,0,-149,-162,-7.43263,0.7975,0.71167,0.3025,52
22892,1,-149,-161.5,-7.44453,0.7975,0.71167,0.3025,52
22893,0,-149,-161.5,-7.44453,0.7975,0.71167,0.3025,52
22893,1,-149,-161,-7.45184,0.7975,0.71167,0.3025,52
22894,0,-149,-161.5,-7.44453,0.7975,0.71167,0.3025,52
22894,1,-148.5,-161.5,-7.46161,0.7975,0.71167,0.3025,52
22895,0,-149,-161,-7.45184,0.717815,0.7975,0.3025,44
22895,1,-148.5,-161,-7.4686,0.717815,0.7975,0.3025,44
22896,0,-149,-150,-7.19507,0.717815,0.7975,0.3025,44
22896,1,-149,-149.5,-7.19986,0.717815,0.7975,0.3025,44
22897,0,-149,-149.5,-7.19986,0.717815,0.7975,0.3025,44
22897,1,-149,-149,-7.21156,0.717815,0.7975,0.3025,44
22898,0,-149,-149.5,-7.19986,0.717815,0.7975,0.3025,44
22898,1,-148.5,-149.5,-7.21968,0.717815,0.7975,0.3025,44
22899,0,-149,-149,-7.21156,0.7975,0.3025,0.696744,37
22899,1,-149,-148.5,-7.22964,0.7975,0.3025,0.696744,37
22900,0,-149,-149,-7.21156,0.7975,0.3025,0.696744,37
22900,1,-148.5,-149,-7.23033,0.7975,0.3025,0.696744,37
22901,0,-149,-148.5,-7.22964,0.7975,0.3025,0.696744,37
22901,1,-148.5,-148.5,-7.24712,0.7975,0.3025,0.696744,37
22902,0,-149,-110,-7.59752,0.7975,0.3025,0.696744,37
22902,1,-149,-109.5,-7.60432,0.7975,0.3025,0.696744,37
22903,0,-149,-110,-7.59752,0.7975,0.3025,0.696744,37
22903,1,-148.5,-110,-7.5791,0.7975,0.3025,0.696744,37
22904,0,-149,-109.5,-7.60432,0.464937,0.3025,0.7975,40
22904,1,-149,-109,-7.61641,0.464937,0.3025,0.7975,40
22905,0,-149,-109.5,-7.60432,0.464937,0.3025,0.7975,40
22905,1,-148.5,-109.5,-7.58471,0.464937,0.3025,0.7975,40
22906,0,-149,-33,7.16409,0.464937,0.3025,0.7975,40
22906,1,-149,-32.5,7.23644,0.464937,0.3025,0.7975,40
22907,0,-149,-32.5,7.23644,0.464937,0.3025,0.7975,40
22907,1,-149,-32,7.30793,0.464937,0.3025,0.7975,40
22908,0,-149,-32.5,7.23644,0.464937,0.3025,0.7975,40
22908,1,-148.5,-32.5,7.2822,0.464937,0.3025,0.7975,40
22909,0,-149,-32,7.30793,0.7975,0.3025,0.633524,16
22909,1,-149,-31.5,7.37778,0.7975,0.3025,0.633524,16
22910,0,-149,-32,7.30793,0.7975,0.3025,0.633524,16
22910,1,-148.5,-32,7.35186,0.7975,0.3025,0.633524,16
22911,0,-149,-31.5,7.37778,0.7975,0.3025,0.633524,16
22911,1,-149,-31,7.44526,0.7975,0.3025,0.633524,16
22912,0,-149,-31.5,7.37778,0.7975,0.3025,0.633524,16
22912,1,-148.5,-31.5,7.41987,0.7975,0.3025,0.633524,16
22913,0,-149,-31,7.44526,0.489086,0.7975,0.3025,15
22913,1,-149,-30.5,7.50958,0.489086,0.7975,0.3025,15
22914,0,-149,-31,7.44526,0.489086,0.7975,0.3025,15
22914,1,-148.5,-31,7.48549,0.489086,0.7975,0.3025,15
22915,0,-149,-30.5,7.50958,0.489086,0.7975,0.3025,15
22915,1,-148.5,-30.5,7.54799,0.489086,0.7975,0.3025,15
22916,0,-149,-0.5,5.14894,0.489086,0.7975,0.3025,15
22916,1,-149,0,5.15015,0.489086,0.7975,0.3025,15
22917,0,-149,-0.5,5.14894,0.489086,0.7975,0.3025,15
22917,1,-148.5,-0.5,5.19418,0.489086,0.7975,0.3025,15
22918,0,-149,0,5.15015,0.3025,0.344645,0.7975,14
22918,1,-148.5,0,5.19536,0.3025,0.344645,0.7975,14
22919,0,-149,1,5.14644,0.3025,0.344645,0.7975,14
22919,1,-149,1.5,5.14182,0.3025,0.344645,0.7975,14
22920,0,-149,1,5.14644,0.3025,0.344645,0.7975,14
22920,1,-148.5,1,5.19172,0.3025,0.344645,0.7975,14
22921,0,-149,1.5,5.14182,0.7975,0.341576,0.3025,34
22921,1,-148.5,1.5,5.18719,0.7975,0.341576,0.3025,34
22922,0,-149,5,5.0592,0.7975,0.341576,0.3025,34
22922,1,-149,5.5,5.04038,0.7975,0.341576,0.3025,34
22923,0,-149,5,5.0592,0.7975,0.341576,0.3025,34
22923,1,-148.5,5,5.10573,0.7975,0.341576,0.3025,34
22924,0,-149,5.5,5.04038,0.3025,0.7975,0.753819,38
22924,1,-148.5,5.5,5.08711,0.3025,0.7975,0.753819,38
22925,0,-149,36.5,4.42725,0.3025,0.7975,0.753819,38
22925,1,-149,37,4.47324,0.3025,0.7975,0.753819,38
22926,0,-149,36.5,4.42725,0.3025,0.7975,0.753819,38
22926,1,-148.5,36.5,4.41109,0.3025,0.7975,0.753819,38
22927,0,-149,37,4.47324,0.3025,0.7975,0.753819,38
22927,1,-149,37.5,4.50736,0.3025,0.7975,0.753819,38
22928,0,-149,37,4.47324,0.3025,0.7975,0.753819,38
22928,1,-148.5,37,4.45538,0.3025,0.7975,0.753819,38
22929,0,-149,37.5,4.50736,0.732747,0.3025,0.7975,45
22929,1,-149,38,4.53186,0.732747,0.3025,0.7975,45
22930,0,-149,37.5,4.50736,0.732747,0.3025,0.7975,45
22930,1,-148.5,37.5,4.4883,0.732747,0.3025,0.7975,45
22931,0,-149,38,4.53186,0.732747,0.3025,0.7975,45
22931,1,-149,38.5,4.54994,0.732747,0.3025,0.7975,45
22932,0,-149,38.5,4.54994,0.732747,0.3025,0.7975,45
22932,1,-149,39,4.56189,0.732747,0.3025,0.7975,45
22933,0,-149,39,4.56189,0.732747,0.3025,0.7975,45
22933,1,-149,39.5,4.568,0.732747,0.3025,0.7975,45
22934,0,-149,39.5,4.568,0.732747,0.3025,0.7975,45
22934,1,-149,40,4.56856,0.732747,0.3025,0.7975,45
22935,0,-149,40,4.56856,0.732747,0.3025,0.7975,45
22935,1,-149,40.5,4.56387,0.732747,0.3025,0.7975,45
22936,0,-149,40.5,4.56387,0.732747,0.3025,0.7975,45
22936,1,-149,41,4.5542,0.732747,0.3025,0.7975,45
22937,0,-149,41,4.5542,0.732747,0.3025,0.7975,45
22937,1,-149,41.5,4.53985,0.732747,0.3025,0.7975,45
22938,0,-149,41.5,4.53985,0.732747,0.3025,0.7975,45
22938,1,-149,42,4.52111,0.732747,0.3025,0.7975,45
22939,0,-149,41.5,4.53985,0.732747,0.3025,0.7975,45
22939,1,-148.5,41.5,4.52262,0.732747,0.3025,0.7975,45
22940,0,-149,42,4.52111,0.7975,0.443866,0.3025,47
22940,1,-149,42.5,4.49827,0.7975,0.443866,0.3025,47
22941,0,-149,42,4.52111,0.7975,0.443866,0.3025,47
22941,1,-148.5,42,4.50504,0.7975,0.443866,0.3025,47
22942,0,-149,42.5,4.49827,0.7975,0.443866,0.3025,47
22942,1,-148.5,42.5,4.48348,0.7975,0.443866,0.3025,47
22943,0,-149,71.5,3.79805,0.7975,0.443866,0.3025,47
22943,1,-149,72,3.78353,0.7975,0.443866,0.3025,47
22944,0,-149,72,3.78353,0.7975,0.443866,0.3025,47
22944,1,-149,72.5,3.76863,0.7975,0.443866,0.3025,47
22945,0,-149,72,3.78353,0.7975,0.443866,0.3025,47
22945,1,-148.5,72,3.75185,0.7975,0.443866,0.3025,47
22946,0,-149,72.5,3.76863,0.567232,0.3025,0.7975,53
22946,1,-149,73,3.75334,0.567232,0.3025,0.7975,53
22947,0,-149,72.5,3.76863,0.567232,0.3025,0.7975,53
22947,1,-148.5,72.5,3.73733,0.567232,0.3025,0.7975,53
22948,0,-149,73,3.75334,0.567232,0.3025,0.7975,53
22948,1,-148.5,73,3.72228,0.567232,0.3025,0.7975,53
22949,0,-149,108,-2.43864,0.567232,0.3025,0.7975,53
22949,1,-149,108.5,-2.46317,0.567232,0.3025,0.7975,53
22950,0,-149,108.5,-2.46317,0.567232,0.3025,0.7975,53
22950,1,-149,109,-2.48762,0.567232,0.3025,0.7975,53
22951,0,-149,108.5,-2.46317,0.567232,0.3025,0.7975,53
22951,1,-148.5,108.5,-2.51425,0.567232,0.3025,0.7975,53
22952,0,-149,109,-2.48762,0.45001,0.7975,0.3025,49
22952,1,-149,109.5,-2.51248,0.45001,0.7975,0.3025,49
22953,0,-149,109,-2.48762,0.45001,0.7975,0.3025,49
22953,1,-148.5,109,-2.53826,0.45001,0.7975,0.3025,49
22954,0,-149,109.5,-2.51248,0.45001,0.7975,0.3025,49
22954,1,-148.5,109.5,-2.56275,0.45001,0.7975,0.3025,49
22955,0,-149,131.5,-5.89288,0.45001,0.7975,0.3025,49
22955,1,-149,132,-5.99838,0.45001,0.7975,0.3025,49
22956,0,-149,132,-5.99838,0.45001,0.7975,0.3025,49
22956,1,-149,132.5,-6.10528,0.45001,0.7975,0.3025,49
22957,0,-149,132.5,-6.10528,0.45001,0.7975,0.3025,49
22957,1,-149,133,-6.21376,0.45001,0.7975,0.3025,49
22958,0,-149,133,-6.21376,0.45001,0.7975,0.3025,49
22958,1,-149,133.5,-6.32402,0.45001,0.7975,0.3025,49
22959,0,-149,133.5,-6.32402,0.45001,0.7975,0.3025,49
22959,1,-149,134,-6.43622,0.45001,0.7975,0.3025,49
22960,0,-149,134,-6.43622,0.45001,0.7975,0.3025,49
22960,1,-149,134.5,-6.55056,0.45001,0.7975,0.3025,49
22961,0,-149,134.5,-6.55056,0.45001,0.7975,0.3025,49
22961,1,-149,135,-6.66721,0.45001,0.7975,0.3025,49
22962,0,-149,135,-6.66721,0.45001,0.7975,0.3025,49
22962,1,-149,135.5,-6.78635,0.45001,0.7975,0.3025,49
22963,0,-149,135.5,-6.78635,0.45001,0.7975,0.3025,49
22963,1,-149,136,-6.90816,0.45001,0.7975,0.3025,49
22964,0,-149,135.5,-6.78635,0.45001,0.7975,0.3025,49
22964,1,-148.5,135.5,-6.84079,0.45001,0.7975,0.3025,49
22965,0,-149,136,-6.90816,0.7975,0.3025,0.428939,42
22965,1,-149,136.5,-7.03284,0.7975,0.3025,0.428939,42
22966,0,-149,136,-6.90816,0.7975,0.3025,0.428939,42
22966,1,-148.5,136,-6.96184,0.7975,0.3025,0.428939,42
22967,0,-149,136.5,-7.03284,0.7975,0.3025,0.428939,42
22967,1,-148.5,136.5,-7.08572,0.7975,0.3025,0.428939,42
22968,0,-149,160,-10.6151,0.7975,0.3025,0.428939,42
22968,1,-149,160.5,-10.6167,0.7975,0.3025,0.428939,42
22969,0,-149,160,-10.6151,0.7975,0.3025,0.428939,42
22969,1,-148.5,160,-10.6104,0.7975,0.3025,0.428939,42
22970,0,-149,160.5,-10.6167,0.7975,0.609381,0.3025,39
22970,1,-148.5,160.5,-10.6123,0.7975,0.609381,0.3025,39
22971,0,-149,208,-14.793,0.7975,0.609381,0.3025,39
22971,1,-149,208.5,-14.7513,0.7975,0.609381,0.3025,39
22972,0,-149,208.5,-14.7513,0.7975,0.609381,0.3025,39
22972,1,-149,209,-14.7083,0.7975,0.609381,0.3025,39
22973,0,-149,208.5,-14.7513,0.7975,0.609381,0.3025,39
22973,1,-148.5,208.5,-14.7039,0.7975,0.609381,0.3025,39
22974,0,-149,209,-14.7083,0.3025,0.7975,0.486014,33
22974,1,-149,209.5,-14.664,0.3025,0.7975,0.486014,33
22975,0,-149,209,-14.7083,0.3025,0.7975,0.486014,33
22975,1,-148.5,209,-14.6597,0.3025,0.7975,0.486014,33
22976,0,-149,209.5,-14.664,0.3025,0.7975,0.486014,33
22976,1,-148.5,209.5,-14.6144,0.3025,0.7975,0.486014,33
22977,0,-148.5,-240.5,-6.46507,0.3025,0.573377,0.7975,43
22977,1,-148.5,-240,-6.51418,0.3025,0.573377,0.7975,43
22978,0,-148.5,-240,-6.51418,0.3025,0.573377,0.7975,43
22978,1,-148.5,-239.5,-6.56157,0.3025,0.573377,0.7975,43
22979,0,-148.5,-240,-6.51418,0.3025,0.573377,0.7975,43
22979,1,-148,-240,-6.54921,0.3025,0.573377,0.7975,43
22980,0,-148.5,-239.5,-6.56157,0.7975,0.71167,0.3025,52
22980,1,-148.5,-239,-6.60709,0.7975,0.71167,0.3025,52
22981,0,-148.5,-239.5,-6.56157,0.7975,0.71167,0.3025,52
22981,1,-148,-239.5,-6.59755,0.7975,0.71167,0.3025,52
22982,0,-148.5,-239,-6.60709,0.7975,0.71167,0.3025,52
22982,1,-148,-239,-6.64385,0.7975,0.71167,0.3025,52
22983,0,-148.5,-161.5,-7.46161,0.7975,0.71167,0.3025,52
22983,1,-148.5,-161,-7.4686,0.7975,0.71167,0.3025,52
22984,0,-148.5,-161.5,-7.46161,0.7975,0.71167,0.3025,52
22984,1,-148,-161.5,-7.47922,0.7975,0.71167,0.3025,52
22985,0,-148.5,-161,-7.4686,0.717815,0.7975,0.3025,44
22985,1,-148,-161,-7.48598,0.717815,0.7975,0.3025,44
22986,0,-148.5,-149.5,-7.21968,0.717815,0.7975,0.3025,44
22986,1,-148.5,-149,-7.23033,0.717815,0.7975,0.3025,44
22987,0,-148.5,-149,-7.23033,0.717815,0.7975,0.3025,44
22987,1,-148.5,-148.5,-7.24712,0.717815,0.7975,0.3025,44
22988,0,-148.5,-149,-7.23033,0.717815,0.7975,0.3025,44
22988,1,-148,-149,-7.2555,0.717815,0.7975,0.3025,44
22989,0,-148.5,-148.5,-7.24712,0.7975,0.3025,0.696744,37
22989,1,-148.5,-148,-7.26952,0.7975,0.3025,0.696744,37
22990,0,-148.5,-148.5,-7.24712,0.7975,0.3025,0.696744,37
22990,1,-148,-148.5,-7.27078,0.7975,0.3025,0.696744,37
22991,0,-148.5,-148,-7.26952,0.7975,0.3025,0.696744,37
22991,1,-148,-148,-7.2914,0.7975,0.3025,0.696744,37
22992,0,-148.5,-110.5,-7.5797,0.7975,0.3025,0.696744,37
22992,1,-148.5,-110,-7.5791,0.7975,0.3025,0.696744,37
22993,0,-148.5,-110.5,-7.5797,0.7975,0.3025,0.696744,37
22993,1,-148,-110.5,-7.5701,0.7975,0.3025,0.696744,37
22994,0,-148.5,-110,-7.5791,0.7975,0.3025,0.696744,37
22994,1,-148.5,-109.5,-7.58471,0.7975,0.3025,0.696744,37
22995,0,-148.5,-110,-7.5791,0.7975,0.3025,0.696744,37
22995,1,-148,-110,-7.56817,0.7975,0.3025,0.696744,37
22996,0,-148.5,-109.5,-7.58471,0.464937,0.3025,0.7975,40
22996,1,-148,-109.5,-7.57229,0.464937,0.3025,0.7975,40
22997,0,-148.5,-32.5,7.2822,0.464937,0.3025,0.7975,40
22997,1,-148.5,-32,7.35186,0.464937,0.3025,0.7975,40
22998,0,-148.5,-32,7.35186,0.464937,0.3025,0.7975,40
22998,1,-148.5,-31.5,7.41987,0.464937,0.3025,0.7975,40
22999,0,-148.5,-32,7.35186,0.464937,0.3025,0.7975,40
22999,1,-148,-32,7.39393,0.464937,0.3025,0.7975,40
23000,0,-148.5,-31.5,7.41987,0.7975,0.3025,0.633524,16
23000,1,-148.5,-31,7.48549,0.7975,0.3025,0.633524,16
23001,0,-148.5,-31.5,7.41987,0.7975,0.3025,0.633524,16
23001,1,-148,-31.5,7.45945,0.7975,0.3025,0.633524,16
23002,0,-148.5,-31,7.48549,0.7975,0.3025,0.633524,16
23002,1,-148.5,-30.5,7.54799,0.7975,0.3025,0.633524,16
23003,0,-148.5,-31,7.48549,0.7975,0.3025,0.633524,16
23003,1,-148,-31,7.52257,0.7975,0.3025,0.633524,16
23004,0,-148.5,-30.5,7.54799,0.489086,0.7975,0.3025,15
23004,1,-148.5,-30,7.60664,0.489086,0.7975,0.3025,15
23005,0,-148.5,-30.5,7.54799,0.489086,0.7975,0.3025,15
23005,1,-148,-30.5,7.58262,0.489086,0.7975,0.3025,15
23006,0,-148.5,-30,7.60664,0.489086,0.7975,0.3025,15
23006,1,-148,-30,7.63887,0.489086,0.7975,0.3025,15
23007,0,-148.5,-0.5,5.19418,0.489086,0.7975,0.3025,15
23007,1,-148.5,0,5.19536,0.489086,0.7975,0.3025,15
23008,0,-148.5,-0.5,5.19418,0.489086,0.7975,0.3025,15
23008,1,-148,-0.5,5.23773,0.489086,0.7975,0.3025,15
23009,0,-148.5,0,5.19536,0.3025,0.344645,0.7975,14
23009,1,-148,0,5.23885,0.3025,0.344645,0.7975,14
23010,0,-148.5,1,5.19172,0.3025,0.344645,0.7975,14
23010,1,-148.5,1.5,5.18719,0.3025,0.344645,0.7975,14
23011,0,-148.5,1,5.19172,0.3025,0.344645,0.7975,14
23011,1,-148,1,5.23532,0.3025,0.344645,0.7975,14
23012,0,-148.5,1.5,5.18719,0.7975,0.341576,0.3025,34
23012,1,-148,1.5,5.23091,0.7975,0.341576,0.3025,34
23013,0,-148.5,5,5.10573,0.7975,0.341576,0.3025,34
23013,1,-148.5,5.5,5.08711,0.7975,0.341576,0.3025,34
23014,0,-148.5,5,5.10573,0.7975,0.341576,0.3025,34
23014,1,-148,5,5.1512,0.7975,0.341576,0.3025,34
23015,0,-148.5,5.5,5.08711,0.3025,0.7975,0.753819,38
23015,1,-148,5.5,5.1329,0.3025,0.7975,0.753819,38
23016,0,-148.5,36,4.35656,0.3025,0.7975,0.753819,38
23016,1,-148.5,36.5,4.41109,0.3025,0.7975,0.753819,38
23017,0,-148.5,36,4.35656,0.3025,0.7975,0.753819,38
23017,1,-148,36,4.32913,0.3025,0.7975,0.753819,38
23018,0,-148.5,36.5,4.41109,0.3025,0.7975,0.753819,38
23018,1,-148.5,37,4.45538,0.3025,0.7975,0.753819,38
23019,0,-148.5,36.5,4.41109,0.3025,0.7975,0.753819,38
23019,1,-148,36.5,4.38099,0.3025,0.7975,0.753819,38
23020,0,-148.5,37,4.45538,0.732747,0.3025,0.7975,45
23020,1,-148.5,37.5,4.4883,0.732747,0.3025,0.7975,45
23021,0,-148.5,37,4.45538,0.732747,0.3025,0.7975,45
23021,1,-148,37,4.42319,0.732747,0.3025,0.7975,45
23022,0,-148.5,41.5,4.52262,0.732747,0.3025,0.7975,45
23022,1,-148.5,42,4.50504,0.732747,0.3025,0.7975,45
23023,0,-148.5,42,4.50504,0.732747,0.3025,0.7975,45
23023,1,-148.5,42.5,4.48348,0.732747,0.3025,0.7975,45
23024,0,-148.5,42,4.50504,0.732747,0.3025,0.7975,45
23024,1,-148,42,4.47719,0.732747,0.3025,0.7975,45
23025,0,-148.5,42.5,4.48348,0.7975,0.443866,0.3025,47
23025,1,-148.5,43,4.45818,0.7975,0.443866,0.3025,47
23026,0,-148.5,42.5,4.48348,0.7975,0.443866,0.3025,47
23026,1,-148,42.5,4.45753,0.7975,0.443866,0.3025,47
23027,0,-148.5,43,4.45818,0.7975,0.443866,0.3025,47
23027,1,-148,43,4.43425,0.7975,0.443866,0.3025,47
23028,0,-148.5,72,3.75185,0.7975,0.443866,0.3025,47
23028,1,-148.5,72.5,3.73733,0.7975,0.443866,0.3025,47
23029,0,-148.5,72.5,3.73733,0.7975,0.443866,0.3025,47
23029,1,-148.5,73,3.72228,0.7975,0.443866,0.3025,47
23030,0,-148.5,72.5,3.73733,0.7975,0.443866,0.3025,47
23030,1,-148,72.5,3.70199,0.7975,0.443866,0.3025,47
23031,0,-148.5,73,3.72228,0.567232,0.3025,0.7975,53
23031,1,-148,73,3.68743,0.567232,0.3025,0.7975,53
23032,0,-148.5,108.5,-2.51425,0.567232,0.3025,0.7975,53
23032,1,-148.5,109,-2.53826,0.567232,0.3025,0.7975,53
23033,0,-148.5,109,-2.53826,0.567232,0.3025,0.7975,53
23033,1,-148.5,109.5,-2.56275,0.567232,0.3025,0.7975,53
23034,0,-148.5,109,-2.53826,0.567232,0.3025,0.7975,53
23034,1,-148,109,-2.59442,0.567232,0.3025,0.7975,53
23035,0,-148.5,109.5,-2.56275,0.45001,0.7975,0.3025,49
23035,1,-148.5,110,-2.58823,0.45001,0.7975,0.3025,49
23036,0,-148.5,109.5,-2.56275,0.45001,0.7975,0.3025,49
23036,1,-148,109.5,-2.61846,0.45001,0.7975,0.3025,49
23037,0,-148.5,110,-2.58823,0.45001,0.7975,0.3025,49
23037,1,-148,110,-2.64357,0.45001,0.7975,0.3025,49
23038,0,-148.5,135.5,-6.84079,0.45001,0.7975,0.3025,49
23038,1,-148.5,136,-6.96184,0.45001,0.7975,0.3025,49
23039,0,-148.5,136,-6.96184,0.45001,0.7975,0.3025,49
23039,1,-148.5,136.5,-7.08572,0.45001,0.7975,0.3025,49
23040,0,-148.5,136,-6.96184,0.45001,0.7975,0.3025,49
23040,1,-148,136,-7.02808,0.45001,0.7975,0.3025,49
23041,0,-148.5,136.5,-7.08572,0.7975,0.3025,0.428939,42
23041,1,-148.5,137,-7.21257,0.7975,0.3025,0.428939,42
23042,0,-148.5,136.5,-7.08572,0.7975,0.3025,0.428939,42
23042,1,-148,136.5,-7.15102,0.7975,0.3025,0.428939,42
23043,0,-148.5,137,-7.21257,0.7975,0.3025,0.428939,42
23043,1,-148,137,-7.27688,0.7975,0.3025,0.428939,42
23044,0,-148.5,160,-10.6104,0.7975,0.3025,0.428939,42
23044,1,-148.5,160.5,-10.6123,0.7975,0.3025,0.428939,42
23045,0,-148.5,160,-10.6104,0.7975,0.3025,0.428939,42
23045,1,-148,160,-10.6062,0.7975,0.3025,0.428939,42
23046,0,-148.5,160.5,-10.6123,0.7975,0.609381,0.3025,39
23046,1,-148,160.5,-10.6088,0.7975,0.609381,0.3025,39
23047,0,-148.5,208.5,-14.7039,0.7975,0.609381,0.3025,39
23047,1,-148.5,209,-14.6597,0.7975,0.609381,0.3025,39
23048,0,-148.5,209,-14.6597,0.7975,0.609381,0.3025,39
23048,1,-148.5,209.5,-14.6144,0.7975,0.609381,0.3025,39
23049,0,-148.5,209,-14.6597,0.7975,0.609381,0.3025,39
23049,1,-148,209,-14.6034,0.7975,0.609381,0.3025,39
23050,0,-148.5,209.5,-14.6144,0.3025,0.7975,0.486014,33
23050,1,-148.5,210,-14.5682,0.3025,0.7975,0.486014,33
