line_id,seq,x,y,z,r,g,b,basin_id
1,0,-256,-150,-7.40708,0.3025,0.446939,0.7975,1
1,1,-256,-149.5,-7.40436,0.3025,0.446939,0.7975,1
2,0,-256,-150,-7.40708,0.3025,0.446939,0.7975,1
2,1,-255.5,-150,-7.33541,0.3025,0.446939,0.7975,1
3,0,-256,-149.5,-7.40436,0.591378,0.7975,0.3025,2
3,1,-255.5,-149.5,-7.33344,0.591378,0.7975,0.3025,2
4,0,-256,-20.5,5.6437,0.591378,0.7975,0.3025,2
4,1,-256,-20,5.66304,0.591378,0.7975,0.3025,2
5,0,-256,-20.5,5.6437,0.591378,0.7975,0.3025,2
5,1,-255.5,-20.5,5.61276,0.591378,0.7975,0.3025,2
6,0,-256,-20,5.66304,0.591378,0.7975,0.3025,2
6,1,-256,-19.5,5.678,0.591378,0.7975,0.3025,2
7,0,-256,-20,5.66304,0.591378,0.7975,0.3025,2
7,1,-255.5,-20,5.62889,0.591378,0.7975,0.3025,2
8,0,-256,-19.5,5.678,0.3025,0.344645,0.7975,14
8,1,-255.5,-19.5,5.64047,0.3025,0.344645,0.7975,14
9,0,-256,3,6.08918,0.3025,0.344645,0.7975,14
9,1,-256,3.5,6.04641,0.3025,0.344645,0.7975,14
10,0,-256,3,6.08918,0.3025,0.344645,0.7975,14
10,1,-255.5,3,5.97391,0.3025,0.344645,0.7975,14
11,0,-256,3.5,6.04641,0.7975,0.570305,0.3025,5
11,1,-255.5,3.5,5.933,0.7975,0.570305,0.3025,5
12,0,-256,21.5,5.61024,0.7975,0.570305,0.3025,5
12,1,-256,22,5.60554,0.7975,0.570305,0.3025,5
13,0,-256,21.5,5.61024,0.7975,0.570305,0.3025,5
13,1,-255.5,21.5,5.60048,0.7975,0.570305,0.3025,5
14,0,-256,22,5.60554,0.7975,0.3025,0.735817,3
14,1,-255.5,22,5.59907,0.7975,0.3025,0.735817,3
15,0,-256,63,1.37942,0.7975,0.3025,0.735817,3
15,1,-256,63.5,1.33756,0.7975,0.3025,0.735817,3
16,0,-256,63,1.37942,0.7975,0.3025,0.735817,3
16,1,-255.5,63,1.36066,0.7975,0.3025,0.735817,3
17,0,-256,63.5,1.33756,0.425866,0.3025,0.7975,6
17,1,-256,64,1.29759,0.425866,0.3025,0.7975,6
18,0,-256,63.5,1.33756,0.425866,0.3025,0.7975,6
18,1,-255.5,63.5,1.31977,0.425866,0.3025,0.7975,6
19,0,-256,64,1.29759,0.425866,0.3025,0.7975,6
19,1,-256,64.5,1.25946,0.425866,0.3025,0.7975,6
20,0,-256,64,1.29759,0.425866,0.3025,0.7975,6
20,1,-255.5,64,1.28137,0.425866,0.3025,0.7975,6
21,0,-256,64.5,1.25946,0.425866,0.3025,0.7975,6
21,1,-255.5,64.5,1.24535,0.425866,0.3025,0.7975,6
22,0,-256,173.5,-7.25751,0.425866,0.3025,0.7975,6
22,1,-256,174,-7.26315,0.425866,0.3025,0.7975,6
23,0,-256,173.5,-7.25751,0.425866,0.3025,0.7975,6
23,1,-255.5,173.5,-7.29668,0.425866,0.3025,0.7975,6
24,0,-256,174,-7.26315,0.3025,0.7975,0.549232,12
24,1,-255.5,174,-7.30076,0.3025,0.7975,0.549232,12
25,0,-256,236.5,-6.62362,0.3025,0.7975,0.549232,12
25,1,-256,237,-6.61894,0.3025,0.7975,0.549232,12
26,0,-256,236.5,-6.62362,0.3025,0.7975,0.549232,12
26,1,-255.5,236.5,-6.66855,0.3025,0.7975,0.549232,12
27,0,-256,237,-6.61894,0.323573,0.7975,0.3025,7
27,1,-255.5,237,-6.66218,0.323573,0.7975,0.3025,7
28,0,-256,238.5,-6.63022,0.323573,0.7975,0.3025,7
28,1,-256,239,-6.64555,0.323573,0.7975,0.3025,7
29,0,-256,238.5,-6.63022,0.323573,0.7975,0.3025,7
29,1,-255.5,238.5,-6.67043,0.323573,0.7975,0.3025,7
30,0,-256,239,-6.64555,0.3025,0.7975,0.714744,4
30,1,-255.5,239,-6.68565,0.3025,0.7975,0.714744,4
31,0,-255.5,-150,-7.33541,0.3025,0.446939,0.7975,1
31,1,-255.5,-149.5,-7.33344,0.3025,0.446939,0.7975,1
32,0,-255.5,-150,-7.33541,0.3025,0.446939,0.7975,1
32,1,-255,-150,-7.26451,0.3025,0.446939,0.7975,1
33,0,-255.5,-149.5,-7.33344,0.591378,0.7975,0.3025,2
33,1,-255,-149.5,-7.26329,0.591378,0.7975,0.3025,2
34,0,-255.5,-20.5,5.61276,0.591378,0.7975,0.3025,2
34,1,-255.5,-20,5.62889,0.591378,0.7975,0.3025,2
35,0,-255.5,-20.5,5.61276,0.591378,0.7975,0.3025,2
35,1,-255,-20.5,5.58129,0.591378,0.7975,0.3025,2
36,0,-255.5,-20,5.62889,0.7975,0.3025,0.468012,8
36,1,-255.5,-19.5,5.64047,0.7975,0.3025,0.468012,8
37,0,-255.5,-20,5.62889,0.7975,0.3025,0.468012,8
37,1,-255,-20,5.5943,0.7975,0.3025,0.468012,8
38,0,-255.5,-19.5,5.64047,0.3025,0.344645,0.7975,14
38,1,-255,-19.5,5.6026,0.3025,0.344645,0.7975,14
39,0,-255.5,3,5.97391,0.3025,0.344645,0.7975,14
39,1,-255.5,3.5,5.933,0.3025,0.344645,0.7975,14
40,0,-255.5,3,5.97391,0.3025,0.344645,0.7975,14
40,1,-255,3,5.86199,0.3025,0.344645,0.7975,14
41,0,-255.5,3.5,5.933,0.7975,0.570305,0.3025,5
41,1,-255,3.5,5.82287,0.7975,0.570305,0.3025,5
42,0,-255.5,21.5,5.60048,0.7975,0.570305,0.3025,5
42,1,-255.5,22,5.59907,0.7975,0.570305,0.3025,5
43,0,-255.5,21.5,5.60048,0.7975,0.570305,0.3025,5
43,1,-255,21.5,5.59108,0.7975,0.570305,0.3025,5
44,0,-255.5,22,5.59907,0.7975,0.3025,0.735817,3
44,1,-255.5,22.5,5.58848,0.7975,0.3025,0.735817,3
45,0,-255.5,22,5.59907,0.7975,0.3025,0.735817,3
45,1,-255,22,5.59291,0.7975,0.3025,0.735817,3
46,0,-255.5,22.5,5.58848,0.7975,0.3025,0.735817,3
46,1,-255,22.5,5.5852,0.7975,0.3025,0.735817,3
47,0,-255.5,63,1.36066,0.7975,0.3025,0.735817,3
47,1,-255.5,63.5,1.31977,0.7975,0.3025,0.735817,3
48,0,-255.5,63.5,1.31977,0.7975,0.3025,0.735817,3
48,1,-255.5,64,1.28137,0.7975,0.3025,0.735817,3
49,0,-255.5,64,1.28137,0.7975,0.3025,0.735817,3
49,1,-255.5,64.5,1.24535,0.7975,0.3025,0.735817,3
50,0,-255.5,64,1.28137,0.7975,0.3025,0.735817,3
50,1,-255,64,1.26411,0.7975,0.3025,0.735817,3
51,0,-255.5,64.5,1.24535,0.425866,0.3025,0.7975,6
51,1,-255.5,65,1.21158,0.425866,0.3025,0.7975,6
52,0,-255.5,64.5,1.24535,0.425866,0.3025,0.7975,6
52,1,-255,64.5,1.23017,0.425866,0.3025,0.7975,6
53,0,-255.5,65,1.21158,0.425866,0.3025,0.7975,6
53,1,-255,65,1.19896,0.425866,0.3025,0.7975,6
54,0,-255.5,173.5,-7.29668,0.425866,0.3025,0.7975,6
54,1,-255.5,174,-7.30076,0.425866,0.3025,0.7975,6
55,0,-255.5,173.5,-7.29668,0.425866,0.3025,0.7975,6
55,1,-255,173.5,-7.33625,0.425866,0.3025,0.7975,6
56,0,-255.5,174,-7.30076,0.3025,0.7975,0.549232,12
56,1,-255,174,-7.33878,0.3025,0.7975,0.549232,12
57,0,-255.5,236.5,-6.66855,0.3025,0.7975,0.549232,12
57,1,-255.5,237,-6.66218,0.3025,0.7975,0.549232,12
58,0,-255.5,236.5,-6.66855,0.3025,0.7975,0.549232,12
58,1,-255,236.5,-6.71386,0.3025,0.7975,0.549232,12
59,0,-255.5,237,-6.66218,0.323573,0.7975,0.3025,7
59,1,-255,237,-6.70581,0.323573,0.7975,0.3025,7
60,0,-255.5,238.5,-6.67043,0.323573,0.7975,0.3025,7
60,1,-255.5,239,-6.68565,0.323573,0.7975,0.3025,7
61,0,-255.5,238.5,-6.67043,0.323573,0.7975,0.3025,7
61,1,-255,238.5,-6.71105,0.323573,0.7975,0.3025,7
62,0,-255.5,239,-6.68565,0.3025,0.7975,0.714744,4
62,1,-255,239,-6.72615,0.3025,0.7975,0.714744,4
63,0,-255,-150,-7.26451,0.3025,0.446939,0.7975,1
63,1,-255,-149.5,-7.26329,0.3025,0.446939,0.7975,1
64,0,-255,-150,-7.26451,0.3025,0.446939,0.7975,1
64,1,-254.5,-150,-7.19461,0.3025,0.446939,0.7975,1
65,0,-255,-149.5,-7.26329,0.591378,0.7975,0.3025,2
65,1,-254.5,-149.5,-7.19415,0.591378,0.7975,0.3025,2
66,0,-255,-21,5.5629,0.591378,0.7975,0.3025,2
66,1,-255,-20.5,5.58129,0.591378,0.7975,0.3025,2
67,0,-255,-21,5.5629,0.591378,0.7975,0.3025,2
67,1,-254.5,-21,5.5337,0.591378,0.7975,0.3025,2
68,0,-255,-20.5,5.58129,0.591378,0.7975,0.3025,2
68,1,-255,-20,5.5943,0.591378,0.7975,0.3025,2
69,0,-255,-20.5,5.58129,0.591378,0.7975,0.3025,2
69,1,-254.5,-20.5,5.54927,0.591378,0.7975,0.3025,2
70,0,-255,-20,5.5943,0.7975,0.3025,0.468012,8
70,1,-255,-19.5,5.6026,0.7975,0.3025,0.468012,8
71,0,-255,-20,5.5943,0.7975,0.3025,0.468012,8
71,1,-254.5,-20,5.55929,0.7975,0.3025,0.468012,8
72,0,-255,-19.5,5.6026,0.3025,0.344645,0.7975,14
72,1,-254.5,-19.5,5.56444,0.3025,0.344645,0.7975,14
73,0,-255,3,5.86199,0.3025,0.344645,0.7975,14
73,1,-255,3.5,5.82287,0.3025,0.344645,0.7975,14
74,0,-255,3,5.86199,0.3025,0.344645,0.7975,14
74,1,-254.5,3,5.75392,0.3025,0.344645,0.7975,14
75,0,-255,3.5,5.82287,0.7975,0.570305,0.3025,5
75,1,-254.5,3.5,5.71651,0.7975,0.570305,0.3025,5
76,0,-255,21.5,5.59108,0.7975,0.570305,0.3025,5
76,1,-255,22,5.59291,0.7975,0.570305,0.3025,5
77,0,-255,22,5.59291,0.7975,0.570305,0.3025,5
77,1,-255,22.5,5.5852,0.7975,0.570305,0.3025,5
78,0,-255,22,5.59291,0.7975,0.570305,0.3025,5
78,1,-254.5,22,5.58643,0.7975,0.570305,0.3025,5
79,0,-255,22.5,5.5852,0.7975,0.3025,0.735817,3
79,1,-254.5,22.5,5.58149,0.7975,0.3025,0.735817,3
80,0,-255,64,1.26411,0.7975,0.3025,0.735817,3
80,1,-255,64.5,1.23017,0.7975,0.3025,0.735817,3
81,0,-255,64.5,1.23017,0.7975,0.3025,0.735817,3
81,1,-255,65,1.19896,0.7975,0.3025,0.735817,3
82,0,-255,64.5,1.23017,0.7975,0.3025,0.735817,3
82,1,-254.5,64.5,1.21391,0.7975,0.3025,0.735817,3
83,0,-255,65,1.19896,0.425866,0.3025,0.7975,6
83,1,-255,65.5,1.17031,0.425866,0.3025,0.7975,6
84,0,-255,65,1.19896,0.425866,0.3025,0.7975,6
84,1,-254.5,65,1.18519,0.425866,0.3025,0.7975,6
85,0,-255,65.5,1.17031,0.425866,0.3025,0.7975,6
85,1,-254.5,65.5,1.15943,0.425866,0.3025,0.7975,6
86,0,-255,173.5,-7.33625,0.425866,0.3025,0.7975,6
86,1,-255,174,-7.33878,0.425866,0.3025,0.7975,6
87,0,-255,173.5,-7.33625,0.425866,0.3025,0.7975,6
87,1,-254.5,173.5,-7.37715,0.425866,0.3025,0.7975,6
88,0,-255,174,-7.33878,0.3025,0.7975,0.549232,12
88,1,-254.5,174,-7.37819,0.3025,0.7975,0.549232,12
89,0,-255,236.5,-6.71386,0.3025,0.7975,0.549232,12
89,1,-255,237,-6.70581,0.3025,0.7975,0.549232,12
90,0,-255,236.5,-6.71386,0.3025,0.7975,0.549232,12
90,1,-254.5,236.5,-6.75974,0.3025,0.7975,0.549232,12
91,0,-255,237,-6.70581,0.323573,0.7975,0.3025,7
91,1,-254.5,237,-6.75006,0.323573,0.7975,0.3025,7
92,0,-255,238.5,-6.71105,0.323573,0.7975,0.3025,7
92,1,-255,239,-6.72615,0.323573,0.7975,0.3025,7
93,0,-255,238.5,-6.71105,0.323573,0.7975,0.3025,7
93,1,-254.5,238.5,-6.75231,0.323573,0.7975,0.3025,7
94,0,-255,239,-6.72615,0.3025,0.7975,0.714744,4
94,1,-254.5,239,-6.76728,0.3025,0.7975,0.714744,4
95,0,-254.5,-150,-7.19461,0.3025,0.446939,0.7975,1
95,1,-254.5,-149.5,-7.19415,0.3025,0.446939,0.7975,1
96,0,-254.5,-150,-7.19461,0.3025,0.446939,0.7975,1
96,1,-254,-150,-7.12597,0.3025,0.446939,0.7975,1
97,0,-254.5,-149.5,-7.19415,0.591378,0.7975,0.3025,2
97,1,-254,-149.5,-7.12625,0.591378,0.7975,0.3025,2
98,0,-254.5,-21,5.5337,0.591378,0.7975,0.3025,2
98,1,-254.5,-20.5,5.54927,0.591378,0.7975,0.3025,2
99,0,-254.5,-21,5.5337,0.591378,0.7975,0.3025,2
99,1,-254,-21,5.50378,0.591378,0.7975,0.3025,2
100,0,-254.5,-20.5,5.54927,0.7975,0.3025,0.468012,8
100,1,-254.5,-20,5.55929,0.7975,0.3025,0.468012,8
101,0,-254.5,-20.5,5.54927,0.7975,0.3025,0.468012,8
101,1,-254,-20.5,5.51669,0.7975,0.3025,0.468012,8
102,0,-254.5,-20,5.55929,0.7975,0.3025,0.468012,8
102,1,-254.5,-19.5,5.56444,0.7975,0.3025,0.468012,8
103,0,-254.5,-20,5.55929,0.7975,0.3025,0.468012,8
103,1,-254,-20,5.52385,0.7975,0.3025,0.468012,8
104,0,-254.5,-19.5,5.56444,0.3025,0.344645,0.7975,14
104,1,-254,-19.5,5.52603,0.3025,0.344645,0.7975,14
105,0,-254.5,3,5.75392,0.3025,0.344645,0.7975,14
105,1,-254.5,3.5,5.71651,0.3025,0.344645,0.7975,14
106,0,-254.5,3,5.75392,0.3025,0.344645,0.7975,14
106,1,-254,3,5.65022,0.3025,0.344645,0.7975,14
107,0,-254.5,3.5,5.71651,0.7975,0.570305,0.3025,5
107,1,-254,3.5,5.61445,0.7975,0.570305,0.3025,5
108,0,-254.5,22,5.58643,0.7975,0.570305,0.3025,5
108,1,-254.5,22.5,5.58149,0.7975,0.570305,0.3025,5
109,0,-254.5,22,5.58643,0.7975,0.570305,0.3025,5
109,1,-254,22,5.57896,0.7975,0.570305,0.3025,5
110,0,-254.5,22.5,5.58149,0.7975,0.3025,0.735817,3
110,1,-254,22.5,5.57668,0.7975,0.3025,0.735817,3
111,0,-254.5,64.5,1.21391,0.7975,0.3025,0.735817,3
111,1,-254.5,65,1.18519,0.7975,0.3025,0.735817,3
112,0,-254.5,65,1.18519,0.7975,0.3025,0.735817,3
112,1,-254.5,65.5,1.15943,0.7975,0.3025,0.735817,3
113,0,-254.5,65,1.18519,0.7975,0.3025,0.735817,3
113,1,-254,65,1.17023,0.7975,0.3025,0.735817,3
114,0,-254.5,65.5,1.15943,0.425866,0.3025,0.7975,6
114,1,-254.5,66,1.13641,0.425866,0.3025,0.7975,6
115,0,-254.5,65.5,1.15943,0.425866,0.3025,0.7975,6
115,1,-254,65.5,1.14723,0.425866,0.3025,0.7975,6
116,0,-254.5,66,1.13641,0.425866,0.3025,0.7975,6
116,1,-254.5,66.5,1.1159,0.425866,0.3025,0.7975,6
117,0,-254.5,66,1.13641,0.425866,0.3025,0.7975,6
117,1,-254,66,1.12731,0.425866,0.3025,0.7975,6
118,0,-254.5,66.5,1.1159,0.425866,0.3025,0.7975,6
118,1,-254,66.5,1.11018,0.425866,0.3025,0.7975,6
119,0,-254.5,173.5,-7.37715,0.425866,0.3025,0.7975,6
119,1,-254.5,174,-7.37819,0.425866,0.3025,0.7975,6
120,0,-254.5,173.5,-7.37715,0.425866,0.3025,0.7975,6
120,1,-254,173.5,-7.42033,0.425866,0.3025,0.7975,6
121,0,-254.5,174,-7.37819,0.3025,0.7975,0.549232,12
121,1,-254,174,-7.41996,0.3025,0.7975,0.549232,12
122,0,-254.5,236.5,-6.75974,0.3025,0.7975,0.549232,12
122,1,-254.5,237,-6.75006,0.3025,0.7975,0.549232,12
123,0,-254.5,236.5,-6.75974,0.3025,0.7975,0.549232,12
123,1,-254,236.5,-6.80643,0.3025,0.7975,0.549232,12
124,0,-254.5,237,-6.75006,0.323573,0.7975,0.3025,7
124,1,-254,237,-6.79514,0.323573,0.7975,0.3025,7
125,0,-254.5,238.5,-6.75231,0.323573,0.7975,0.3025,7
125,1,-254.5,239,-6.76728,0.323573,0.7975,0.3025,7
126,0,-254.5,238.5,-6.75231,0.323573,0.7975,0.3025,7
126,1,-254,238.5,-6.79442,0.323573,0.7975,0.3025,7
127,0,-254.5,239,-6.76728,0.3025,0.7975,0.714744,4
127,1,-254,239,-6.8092,0.3025,0.7975,0.714744,4
128,0,-254,-150,-7.12597,0.3025,0.446939,0.7975,1
128,1,-254,-149.5,-7.12625,0.3025,0.446939,0.7975,1
129,0,-254,-150,-7.12597,0.3025,0.446939,0.7975,1
129,1,-253.5,-150,-7.0588,0.3025,0.446939,0.7975,1
130,0,-254,-149.5,-7.12625,0.591378,0.7975,0.3025,2
130,1,-253.5,-149.5,-7.05983,0.591378,0.7975,0.3025,2
131,0,-254,-21.5,5.48445,0.591378,0.7975,0.3025,2
131,1,-254,-21,5.50378,0.591378,0.7975,0.3025,2
132,0,-254,-21.5,5.48445,0.591378,0.7975,0.3025,2
132,1,-253.5,-21.5,5.45609,0.591378,0.7975,0.3025,2
133,0,-254,-21,5.50378,0.591378,0.7975,0.3025,2
133,1,-254,-20.5,5.51669,0.591378,0.7975,0.3025,2
134,0,-254,-21,5.50378,0.591378,0.7975,0.3025,2
134,1,-253.5,-21,5.4731,0.591378,0.7975,0.3025,2
135,0,-254,-20.5,5.51669,0.7975,0.3025,0.468012,8
135,1,-254,-20,5.52385,0.7975,0.3025,0.468012,8
136,0,-254,-20.5,5.51669,0.7975,0.3025,0.468012,8
136,1,-253.5,-20.5,5.48349,0.7975,0.3025,0.468012,8
137,0,-254,-20,5.52385,0.7975,0.3025,0.468012,8
137,1,-254,-19.5,5.52603,0.7975,0.3025,0.468012,8
138,0,-254,-20,5.52385,0.7975,0.3025,0.468012,8
138,1,-253.5,-20,5.48801,0.7975,0.3025,0.468012,8
139,0,-254,-19.5,5.52603,0.3025,0.344645,0.7975,14
139,1,-253.5,-19.5,5.4874,0.3025,0.344645,0.7975,14
140,0,-254,3,5.65022,0.3025,0.344645,0.7975,14
140,1,-254,3.5,5.61445,0.3025,0.344645,0.7975,14
141,0,-254,3,5.65022,0.3025,0.344645,0.7975,14
141,1,-253.5,3,5.55139,0.3025,0.344645,0.7975,14
142,0,-254,3.5,5.61445,0.7975,0.570305,0.3025,5
142,1,-253.5,3.5,5.51714,0.7975,0.570305,0.3025,5
143,0,-254,22,5.57896,0.7975,0.570305,0.3025,5
143,1,-254,22.5,5.57668,0.7975,0.570305,0.3025,5
144,0,-254,22,5.57896,0.7975,0.570305,0.3025,5
144,1,-253.5,22,5.56988,0.7975,0.570305,0.3025,5
145,0,-254,22.5,5.57668,0.7975,0.3025,0.735817,3
145,1,-253.5,22.5,5.57009,0.7975,0.3025,0.735817,3
146,0,-254,65,1.17023,0.7975,0.3025,0.735817,3
146,1,-254,65.5,1.14723,0.7975,0.3025,0.735817,3
147,0,-254,65.5,1.14723,0.7975,0.3025,0.735817,3
147,1,-254,66,1.12731,0.7975,0.3025,0.735817,3
148,0,-254,66,1.12731,0.7975,0.3025,0.735817,3
148,1,-254,66.5,1.11018,0.7975,0.3025,0.735817,3
149,0,-254,66,1.12731,0.7975,0.3025,0.735817,3
149,1,-253.5,66,1.11661,0.7975,0.3025,0.735817,3
150,0,-254,66.5,1.11018,0.425866,0.3025,0.7975,6
150,1,-254,67,1.09555,0.425866,0.3025,0.7975,6
151,0,-254,66.5,1.11018,0.425866,0.3025,0.7975,6
151,1,-253.5,66.5,1.10265,0.425866,0.3025,0.7975,6
152,0,-254,67,1.09555,0.425866,0.3025,0.7975,6
152,1,-253.5,67,1.09142,0.425866,0.3025,0.7975,6
153,0,-254,173.5,-7.42033,0.425866,0.3025,0.7975,6
153,1,-254,174,-7.41996,0.425866,0.3025,0.7975,6
154,0,-254,173.5,-7.42033,0.425866,0.3025,0.7975,6
154,1,-253.5,173.5,-7.46676,0.425866,0.3025,0.7975,6
155,0,-254,174,-7.41996,0.3025,0.7975,0.549232,12
155,1,-253.5,174,-7.46505,0.3025,0.7975,0.549232,12
156,0,-254,236.5,-6.80643,0.3025,0.7975,0.549232,12
156,1,-254,237,-6.79514,0.3025,0.7975,0.549232,12
157,0,-254,236.5,-6.80643,0.3025,0.7975,0.549232,12
157,1,-253.5,236.5,-6.85416,0.3025,0.7975,0.549232,12
158,0,-254,237,-6.79514,0.323573,0.7975,0.3025,7
158,1,-253.5,237,-6.8413,0.323573,0.7975,0.3025,7
159,0,-254,238.5,-6.79442,0.323573,0.7975,0.3025,7
159,1,-254,239,-6.8092,0.323573,0.7975,0.3025,7
160,0,-254,238.5,-6.79442,0.323573,0.7975,0.3025,7
160,1,-253.5,238.5,-6.83759,0.323573,0.7975,0.3025,7
161,0,-254,239,-6.8092,0.3025,0.7975,0.714744,4
161,1,-253.5,239,-6.85214,0.3025,0.7975,0.714744,4
162,0,-253.5,-150,-7.0588,0.3025,0.446939,0.7975,1
162,1,-253.5,-149.5,-7.05983,0.3025,0.446939,0.7975,1
163,0,-253.5,-150,-7.0588,0.3025,0.446939,0.7975,1
163,1,-253,-150,-6.99335,0.3025,0.446939,0.7975,1
164,0,-253.5,-149.5,-7.05983,0.591378,0.7975,0.3025,2
164,1,-253,-149.5,-6.99514,0.591378,0.7975,0.3025,2
165,0,-253.5,-22,5.43172,0.591378,0.7975,0.3025,2
165,1,-253.5,-21.5,5.45609,0.591378,0.7975,0.3025,2
166,0,-253.5,-22,5.43172,0.591378,0.7975,0.3025,2
166,1,-253,-22,5.40433,0.591378,0.7975,0.3025,2
167,0,-253.5,-21.5,5.45609,0.591378,0.7975,0.3025,2
167,1,-253.5,-21,5.4731,0.591378,0.7975,0.3025,2
168,0,-253.5,-21.5,5.45609,0.591378,0.7975,0.3025,2
168,1,-253,-21.5,5.42673,0.591378,0.7975,0.3025,2
169,0,-253.5,-21,5.4731,0.7975,0.3025,0.468012,8
169,1,-253.5,-20.5,5.48349,0.7975,0.3025,0.468012,8
170,0,-253.5,-21,5.4731,0.7975,0.3025,0.468012,8
170,1,-253,-21,5.44159,0.7975,0.3025,0.468012,8
171,0,-253.5,-20.5,5.48349,0.7975,0.3025,0.468012,8
171,1,-253.5,-20,5.48801,0.7975,0.3025,0.468012,8
172,0,-253.5,-20,5.48801,0.7975,0.3025,0.468012,8
172,1,-253.5,-19.5,5.4874,0.7975,0.3025,0.468012,8
173,0,-253.5,-20,5.48801,0.7975,0.3025,0.468012,8
173,1,-253,-20,5.45175,0.7975,0.3025,0.468012,8
174,0,-253.5,-19.5,5.4874,0.3025,0.344645,0.7975,14
174,1,-253,-19.5,5.4486,0.3025,0.344645,0.7975,14
175,0,-253.5,3,5.55139,0.3025,0.344645,0.7975,14
175,1,-253.5,3.5,5.51714,0.3025,0.344645,0.7975,14
176,0,-253.5,3,5.55139,0.3025,0.344645,0.7975,14
176,1,-253,3,5.45796,0.3025,0.344645,0.7975,14
177,0,-253.5,3.5,5.51714,0.7975,0.570305,0.3025,5
177,1,-253,3.5,5.4251,0.7975,0.570305,0.3025,5
178,0,-253.5,22,5.56988,0.7975,0.570305,0.3025,5
178,1,-253.5,22.5,5.57009,0.7975,0.570305,0.3025,5
179,0,-253.5,22,5.56988,0.7975,0.570305,0.3025,5
179,1,-253,22,5.55854,0.7975,0.570305,0.3025,5
180,0,-253.5,22.5,5.57009,0.7975,0.3025,0.735817,3
180,1,-253,22.5,5.56104,0.7975,0.3025,0.735817,3
181,0,-253.5,66,1.11661,0.7975,0.3025,0.735817,3
181,1,-253.5,66.5,1.10265,0.7975,0.3025,0.735817,3
182,0,-253.5,66.5,1.10265,0.7975,0.3025,0.735817,3
182,1,-253.5,67,1.09142,0.7975,0.3025,0.735817,3
183,0,-253.5,66.5,1.10265,0.7975,0.3025,0.735817,3
183,1,-253,66.5,1.09314,0.7975,0.3025,0.735817,3
184,0,-253.5,67,1.09142,0.425866,0.3025,0.7975,6
184,1,-253.5,67.5,1.08258,0.425866,0.3025,0.7975,6
185,0,-253.5,67,1.09142,0.425866,0.3025,0.7975,6
185,1,-253,67,1.08502,0.425866,0.3025,0.7975,6
186,0,-253.5,67.5,1.08258,0.425866,0.3025,0.7975,6
186,1,-253.5,68,1.07581,0.425866,0.3025,0.7975,6
187,0,-253.5,67.5,1.08258,0.425866,0.3025,0.7975,6
187,1,-253,67.5,1.07945,0.425866,0.3025,0.7975,6
188,0,-253.5,68,1.07581,0.425866,0.3025,0.7975,6
188,1,-253,68,1.07606,0.425866,0.3025,0.7975,6
189,0,-253.5,173.5,-7.46676,0.425866,0.3025,0.7975,6
189,1,-253.5,174,-7.46505,0.425866,0.3025,0.7975,6
190,0,-253.5,173.5,-7.46676,0.425866,0.3025,0.7975,6
190,1,-253,173.5,-7.51734,0.425866,0.3025,0.7975,6
191,0,-253.5,174,-7.46505,0.3025,0.7975,0.549232,12
191,1,-253,174,-7.51445,0.3025,0.7975,0.549232,12
192,0,-253.5,236.5,-6.85416,0.3025,0.7975,0.549232,12
192,1,-253.5,237,-6.8413,0.3025,0.7975,0.549232,12
193,0,-253.5,236.5,-6.85416,0.3025,0.7975,0.549232,12
193,1,-253,236.5,-6.90312,0.3025,0.7975,0.549232,12
194,0,-253.5,237,-6.8413,0.323573,0.7975,0.3025,7
194,1,-253,237,-6.88875,0.323573,0.7975,0.3025,7
195,0,-253.5,238.5,-6.83759,0.323573,0.7975,0.3025,7
195,1,-253.5,239,-6.85214,0.323573,0.7975,0.3025,7
196,0,-253.5,238.5,-6.83759,0.323573,0.7975,0.3025,7
196,1,-253,238.5,-6.88204,0.323573,0.7975,0.3025,7
197,0,-253.5,239,-6.85214,0.3025,0.7975,0.714744,4
197,1,-253,239,-6.89628,0.3025,0.7975,0.714744,4
198,0,-253,-150,-6.99335,0.3025,0.446939,0.7975,1
198,1,-253,-149.5,-6.99514,0.3025,0.446939,0.7975,1
199,0,-253,-150,-6.99335,0.3025,0.446939,0.7975,1
199,1,-252.5,-150,-6.92986,0.3025,0.446939,0.7975,1
200,0,-253,-149.5,-6.99514,0.591378,0.7975,0.3025,2
200,1,-252.5,-149.5,-6.93239,0.591378,0.7975,0.3025,2
201,0,-253,-22.5,5.37361,0.591378,0.7975,0.3025,2
201,1,-253,-22,5.40433,0.591378,0.7975,0.3025,2
202,0,-253,-22.5,5.37361,0.591378,0.7975,0.3025,2
202,1,-252.5,-22.5,5.34654,0.591378,0.7975,0.3025,2
203,0,-253,-22,5.40433,0.591378,0.7975,0.3025,2
203,1,-253,-21.5,5.42673,0.591378,0.7975,0.3025,2
204,0,-253,-22,5.40433,0.591378,0.7975,0.3025,2
204,1,-252.5,-22,5.37565,0.591378,0.7975,0.3025,2
205,0,-253,-21.5,5.42673,0.7975,0.3025,0.468012,8
205,1,-253,-21,5.44159,0.7975,0.3025,0.468012,8
206,0,-253,-21.5,5.42673,0.7975,0.3025,0.468012,8
206,1,-252.5,-21.5,5.39629,0.7975,0.3025,0.468012,8
207,0,-253,-20,5.45175,0.7975,0.3025,0.468012,8
207,1,-253,-19.5,5.4486,0.7975,0.3025,0.468012,8
